# Program:featureCounts v1.6.1; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "ID" "-O" "-s" "1" "-a" "Arabidopsis_thaliana.TAIR10.40.gff3" "-o" "results/KO2_feature.out" "results/KO2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/KO2_Aligned.sortedByCoord.out.bam
gene:AT5G42440	5	16973202	16974877	-	1676	35
gene:AT5G42450	5	16977207	16979073	+	1867	9
gene:AT5G42460	5	16979773	16981195	+	1423	45
gene:AT5G42470	5	16982149	16984933	+	2785	112
gene:AT5G42480	5	16985096	16988796	+	3701	198
gene:AT5G42490	5	16988280	16992754	-	4475	16
gene:AT5G42500	5	16994106	16995062	-	957	8
gene:AT5G42504	5	16996900	16997127	+	228	0
gene:AT5G42510	5	16997979	16998925	-	947	2
gene:AT5G42520	5	17000259	17002607	+	2349	358
gene:AT5G42530	5	17004738	17005510	-	773	113
gene:AT5G42540	5	17007366	17014846	+	7481	492
gene:AT5G42560	5	17014847	17017252	+	2406	361
gene:AT5G42567	5	17018034	17018466	-	433	0
gene:AT5G42570	5	17021218	17022723	-	1506	209
gene:AT5G42580	5	17023502	17025361	-	1860	5
gene:AT5G42590	5	17031024	17033800	-	2777	10
gene:AT5G42600	5	17053453	17058245	+	4793	0
gene:AT5G42610	5	17062455	17064047	+	1593	0
gene:AT5G42620	5	17066197	17071963	+	5767	473
gene:AT5G42630	5	17073673	17075904	-	2232	1
gene:AT5G42635	5	17076227	17076725	+	499	0
gene:AT5G42640	5	17088695	17089597	+	903	0
gene:AT5G42650	5	17097564	17099595	-	2032	556
gene:AT5G42655	5	17102027	17102896	-	870	0
gene:AT5G42660	5	17102924	17106103	-	3180	92
gene:AT5G42670	5	17107855	17110761	+	2907	52
gene:AT5G42680	5	17114098	17115571	+	1474	162
gene:AT5G42690	5	17116376	17119892	-	3517	7
gene:AT5G42700	5	17122102	17124441	+	2340	16
gene:AT5G42710	5	17125455	17128934	+	3480	8
gene:AT5G42720	5	17130186	17132909	+	2724	308
gene:AT5G42740	5	17135661	17141173	+	5513	528
gene:AT5G42750	5	17142816	17144672	-	1857	10
gene:AT5G42760	5	17148808	17150451	+	1644	26
gene:AT5G42765	5	17150238	17151681	-	1444	106
gene:AT5G42770	5	17151988	17154618	+	2631	81
gene:AT5G42780	5	17154718	17155757	+	1040	61
gene:AT5G42785	5	17156853	17157857	-	1005	0
gene:AT5G42790	5	17159044	17161156	-	2113	613
gene:AT5G42797	5	17163196	17163574	+	379	0
gene:AT5G42800	5	17164093	17166032	-	1940	18
gene:AT5G42810	5	17166702	17169459	+	2758	91
gene:AT5G42820	5	17169283	17172787	-	3505	327
gene:AT5G42825	5	17171807	17172800	+	994	27
gene:AT5G42830	5	17176293	17178130	+	1838	235
gene:AT5G42840	5	17179073	17181365	+	2293	1
gene:AT5G42850	5	17181412	17182743	-	1332	222
gene:AT5G42860	5	17183061	17185032	-	1972	38
gene:AT5G42870	5	17185440	17189978	-	4539	263
gene:AT5G42880	5	17191499	17194131	+	2633	42
gene:AT5G42890	5	17194170	17196093	-	1924	485
gene:AT5G42895	5	17196762	17197163	+	402	0
gene:AT5G42900	5	17197641	17199910	-	2270	54
gene:AT5G42905	5	17201414	17202323	-	910	0
gene:AT5G42910	5	17203742	17205380	+	1639	0
gene:AT5G42920	5	17205971	17209650	-	3680	298
gene:AT5G42930	5	17210533	17214220	-	3688	76
gene:AT5G42940	5	17216329	17220672	-	4344	428
gene:AT5G42950	5	17224270	17231384	+	7115	983
gene:AT5G42955	5	17231842	17232324	-	483	0
gene:AT5G42957	5	17233599	17234132	-	534	0
gene:AT5G42960	5	17235092	17236679	+	1588	104
gene:AT5G42965	5	17236736	17237139	+	404	4
gene:AT5G42970	5	17237153	17240816	-	3664	205
gene:AT5G42980	5	17242607	17244231	+	1625	3312
gene:AT5G42990	5	17243987	17245988	-	2002	215
gene:AT5G43000	5	17246354	17247202	-	849	3
gene:AT5G43010	5	17248290	17251200	-	2911	403
gene:AT5G43020	5	17255205	17258077	-	2873	10
gene:AT5G43030	5	17258927	17260784	-	1858	1
gene:AT5G43040	5	17263685	17265777	-	2093	3
gene:AT5G43050	5	17267838	17269172	+	1335	31
gene:AT5G43060	5	17269310	17272298	-	2989	1874
gene:AT5G43064	5	17282272	17282490	+	219	1
gene:AT5G43066	5	17284583	17284807	+	225	1
gene:AT5G43068	5	17286835	17287354	+	520	3
gene:AT5G43070	5	17288965	17289958	-	994	67
gene:AT5G43080	5	17292952	17295024	+	2073	29
gene:AT5G43090	5	17295933	17298214	+	2282	1
gene:AT5G43100	5	17298814	17303058	+	4245	218
gene:AT5G43110	5	17309842	17311937	+	2096	0
gene:AT5G43120	5	17312543	17314579	+	2037	0
gene:AT5G43130	5	17315326	17321231	-	5906	495
gene:AT5G43140	5	17321395	17323484	+	2090	43
gene:AT5G43150	5	17324909	17325987	+	1079	27
gene:AT5G43155	5	17328460	17329240	+	781	16
gene:AT5G43160	5	17329275	17331352	+	2078	129
gene:AT5G43170	5	17330945	17331646	-	702	120
gene:AT5G43175	5	17334121	17335234	+	1114	0
gene:AT5G43180	5	17336291	17337884	-	1594	48
gene:AT5G43185	5	17338299	17338895	-	597	0
gene:AT5G43190	5	17340071	17341814	-	1744	106
gene:AT5G43200	5	17346141	17346829	-	689	2
gene:AT5G43210	5	17347565	17348746	+	1182	17
gene:AT5G43211	5	17348722	17348886	-	165	0
gene:AT5G43230	5	17348876	17352933	+	4058	4
gene:AT5G43240	5	17352976	17355138	-	2163	0
gene:AT5G43250	5	17355845	17356706	-	862	25
gene:AT5G43260	5	17357377	17358340	-	964	23
gene:AT5G43270	5	17360287	17363880	-	3594	75
gene:AT5G43280	5	17367827	17369510	+	1684	209
gene:AT5G43285	5	17370473	17370857	-	385	0
gene:AT5G43290	5	17371808	17373221	-	1414	8
gene:AT5G43300	5	17376619	17379282	-	2664	0
gene:AT5G43310	5	17379486	17385596	-	6111	729
gene:AT5G43320	5	17385760	17389600	-	3841	738
gene:AT5G43330	5	17390381	17392741	+	2361	353
gene:AT5G43340	5	17393598	17395148	-	1551	0
gene:AT5G43350	5	17399769	17402158	-	2390	30
gene:AT5G43360	5	17409524	17411214	+	1691	0
gene:AT5G43370	5	17415698	17417972	+	2275	0
gene:AT5G43380	5	17419790	17421982	-	2193	26
gene:AT5G43390	5	17422799	17424964	-	2166	2
gene:AT5G43400	5	17425840	17428237	-	2398	83
gene:AT5G43401	5	17428582	17429097	-	516	0
gene:AT5G43410	5	17435010	17435405	-	396	0
gene:AT5G43420	5	17451488	17453124	+	1637	428
gene:AT5G43430	5	17453517	17455297	+	1781	82
gene:AT5G43440	5	17455233	17456695	-	1463	45
gene:AT5G43450	5	17457124	17458980	-	1857	159
gene:AT5G43460	5	17459873	17462516	+	2644	374
gene:AT5G43470	5	17462547	17467448	-	4902	335
gene:AT5G43480	5	17467398	17467643	-	246	1
gene:AT5G43490	5	17468094	17469312	-	1219	1
gene:AT5G43500	5	17469490	17473619	+	4130	223
gene:AT5G43510	5	17474049	17474485	+	437	0
gene:AT5G43513	5	17477943	17478393	+	451	0
gene:AT5G43518	5	17484357	17484852	+	496	0
gene:AT5G43520	5	17485231	17486309	-	1079	0
gene:AT5G43525	5	17488088	17488516	+	429	0
gene:AT5G43530	5	17489271	17495024	+	5754	22
gene:AT5G43540	5	17496855	17497694	+	840	0
gene:AT5G43550	5	17497892	17498263	+	372	0
gene:AT5G43560	5	17500376	17505713	+	5338	690
gene:AT5G43570	5	17506400	17507641	+	1242	18
gene:AT5G43580	5	17507801	17508752	-	952	39
gene:AT5G43590	5	17509118	17511745	-	2628	84
gene:AT5G43600	5	17512440	17515513	+	3074	172
gene:AT5G43610	5	17518880	17521098	+	2219	12
gene:AT5G43620	5	17522486	17524003	+	1518	27
gene:AT5G43630	5	17526660	17530605	+	3946	135
gene:AT5G43640	5	17531302	17532499	+	1198	1
gene:AT5G43650	5	17533130	17534796	-	1667	83
gene:AT5G43660	5	17535970	17538595	-	2626	13
gene:AT5G43670	5	17538723	17541990	-	3268	113
gene:AT5G43680	5	17543991	17545847	+	1857	55
gene:AT5G43690	5	17546112	17547485	+	1374	37
gene:AT5G43695	5	17548180	17548612	+	433	0
gene:AT5G43700	5	17550179	17551715	+	1537	31
gene:AT5G43710	5	17552103	17556730	-	4628	94
gene:AT5G43720	5	17557088	17559412	-	2325	81
gene:AT5G43730	5	17560179	17564434	+	4256	44
gene:AT5G43740	5	17564697	17569148	+	4452	9
gene:AT5G43745	5	17569147	17575051	-	5905	109
gene:AT5G43750	5	17579867	17581275	-	1409	44
gene:AT5G43755	5	17582977	17583772	-	796	0
gene:AT5G43760	5	17585523	17588733	+	3211	498
gene:AT5G43770	5	17588790	17589467	+	678	43
gene:AT5G43780	5	17589394	17591737	-	2344	861
gene:AT5G43790	5	17591929	17593666	-	1738	50
gene:AT5G43810	5	17610744	17616907	+	6164	1316
gene:AT5G43822	5	17618740	17621979	+	3240	55
gene:AT5G43820	5	17618948	17620710	+	1763	32
gene:AT5G43830	5	17622256	17624359	-	2104	627
gene:AT5G43840	5	17625353	17626487	-	1135	0
gene:AT5G43850	5	17627132	17629363	-	2232	193
gene:AT5G43860	5	17630426	17632338	+	1913	30
gene:AT5G43870	5	17631426	17635945	-	4520	306
gene:AT5G43880	5	17639776	17643982	-	4207	296
gene:AT5G43890	5	17648576	17650375	-	1800	0
gene:AT5G43900	5	17656894	17667451	-	10558	1176
gene:AT5G43910	5	17667310	17670292	-	2983	157
gene:AT5G43920	5	17672628	17676023	+	3396	121
gene:AT5G43930	5	17676795	17681100	+	4306	392
gene:AT5G43935	5	17682179	17683446	+	1268	1
gene:AT5G43940	5	17684156	17686534	+	2379	1440
gene:AT5G43950	5	17686500	17688668	-	2169	40
gene:AT5G43960	5	17688788	17692014	-	3227	390
gene:AT5G43970	5	17692786	17693481	+	696	113
gene:AT5G43980	5	17694680	17696690	-	2011	18
gene:AT5G43990	5	17697686	17702036	+	4351	124
gene:AT5G44000	5	17702010	17704005	-	1996	85
gene:AT5G44005	5	17704843	17705793	-	951	3
gene:AT5G44010	5	17706396	17709326	-	2931	12
gene:AT5G44020	5	17712203	17714406	+	2204	107
gene:AT5G44030	5	17714390	17719723	+	5334	147
gene:AT5G44040	5	17719659	17721606	-	1948	66
gene:AT5G44050	5	17722402	17726543	+	4142	62
gene:AT5G44060	5	17731005	17732298	+	1294	110
gene:AT5G44063	5	17732319	17733425	+	1107	4
gene:AT5G44065	5	17733485	17733774	+	290	0
gene:AT5G44070	5	17734706	17737859	+	3154	681
gene:AT5G44080	5	17737874	17739949	-	2076	145
gene:AT5G44090	5	17742765	17748526	-	5762	424
gene:AT5G44100	5	17749057	17752849	-	3793	476
gene:AT5G44110	5	17753959	17755768	-	1810	51
gene:AT5G44120	5	17756238	17758336	-	2099	0
gene:AT5G44130	5	17760865	17762089	+	1225	3
gene:AT5G44140	5	17762491	17763666	+	1176	1
gene:AT5G44150	5	17763631	17765428	-	1798	47
gene:AT5G44160	5	17772856	17775749	+	2894	11
gene:AT5G44170	5	17780206	17781364	+	1159	30
gene:AT5G44180	5	17782428	17790234	+	7807	584
gene:AT5G44190	5	17798262	17800926	+	2665	27
gene:AT5G44200	5	17801737	17804203	-	2467	205
gene:AT5G44210	5	17806397	17807541	+	1145	9
gene:AT5G44220	5	17810477	17811364	+	888	0
gene:AT5G44230	5	17814244	17816789	+	2546	32
gene:AT5G44240	5	17816904	17823708	+	6805	519
gene:AT5G44250	5	17823714	17825762	-	2049	186
gene:AT5G44260	5	17829618	17831336	-	1719	2
gene:AT5G44265	5	17832779	17833316	-	538	0
gene:AT5G44270	5	17833636	17835817	+	2182	0
gene:AT5G44280	5	17835810	17839303	-	3494	108
gene:AT5G44290	5	17840424	17843806	-	3383	611
gene:AT5G44300	5	17845127	17846197	-	1071	0
gene:AT5G44306	5	17847199	17847549	-	351	0
gene:AT5G44310	5	17847781	17849536	-	1756	0
gene:AT5G44316	5	17852911	17854521	+	1611	1
gene:AT5G44320	5	17854547	17856740	-	2194	487
gene:AT5G44330	5	17857325	17859056	+	1732	0
gene:AT5G44340	5	17859136	17861150	-	2015	1373
gene:AT5G44345	5	17862113	17863079	+	967	0
gene:AT5G44350	5	17864376	17865756	+	1381	45
gene:AT5G44360	5	17871924	17873829	-	1906	0
gene:AT5G44370	5	17874734	17877658	-	2925	46
gene:AT5G44380	5	17878672	17881495	-	2824	852
gene:AT5G44390	5	17882079	17885012	-	2934	319
gene:AT5G44400	5	17886160	17888530	-	2371	1816
gene:AT5G44410	5	17891132	17893067	-	1936	17
gene:AT5G44420	5	17906968	17907638	-	671	0
gene:AT5G44430	5	17908850	17909507	-	658	0
gene:AT5G44440	5	17910480	17912643	-	2164	0
gene:AT5G44450	5	17913997	17916019	-	2023	117
gene:AT5G44460	5	17916993	17918001	+	1009	6
gene:AT5G44470	5	17918739	17919164	+	426	0
gene:AT5G44480	5	17920456	17923802	+	3347	60
gene:AT5G44490	5	17923852	17925843	+	1992	20
gene:AT5G44495	5	17926302	17926710	-	409	0
gene:AT5G44500	5	17927443	17929835	+	2393	128
gene:AT5G44510	5	17929558	17934222	-	4665	108
gene:AT5G44520	5	17934287	17936554	-	2268	38
gene:AT5G44530	5	17937622	17941292	+	3671	57
gene:AT5G44540	5	17941287	17941646	-	360	0
gene:AT5G44550	5	17941842	17943283	-	1442	1270
gene:AT5G44560	5	17945923	17948400	+	2478	172
gene:AT5G44563	5	17949328	17950254	+	927	0
gene:AT5G44565	5	17951442	17953180	+	1739	5
gene:AT5G44567	5	17953282	17954554	+	1273	10
gene:AT5G44568	5	17961019	17962276	-	1258	22
gene:AT5G44566	5	17963604	17963783	-	180	13
gene:AT5G44570	5	17964416	17966496	+	2081	12
gene:AT5G44572	5	17968092	17970342	+	2251	143
gene:AT5G44574	5	17970210	17971456	+	1247	3
gene:AT5G44575	5	17973775	17975120	+	1346	1
gene:AT5G44578	5	17977172	17978643	+	1472	0
gene:AT5G44580	5	17979149	17980550	+	1402	28
gene:AT5G44582	5	17980850	17981958	+	1109	2
gene:AT5G44585	5	17984527	17986431	+	1905	3
gene:AT5G44590	5	17987591	17989338	+	1748	0
gene:AT5G44600	5	17989793	17991717	+	1925	22
gene:AT5G44610	5	17993535	17994722	-	1188	39
gene:AT5G44620	5	17997597	18000451	-	2855	1
gene:AT5G44630	5	18002996	18005849	+	2854	0
gene:AT5G44635	5	18006212	18010667	-	4456	121
gene:AT5G44640	5	18011146	18012882	+	1737	0
gene:AT5G44650	5	18013149	18015434	+	2286	182
gene:AT5G44660	5	18015522	18017307	+	1786	130
gene:AT5G44670	5	18018905	18021508	-	2604	109
gene:AT5G44680	5	18023985	18026077	-	2093	3
gene:AT5G44690	5	18029338	18032293	-	2956	0
gene:AT5G44700	5	18032864	18037323	-	4460	5
gene:AT5G44710	5	18040910	18042681	+	1772	66
gene:AT5G44720	5	18042935	18045514	+	2580	273
gene:AT5G44730	5	18045480	18047075	-	1596	479
gene:AT5G44740	5	18047733	18051896	-	4164	92
gene:AT5G44750	5	18052607	18060169	+	7563	947
gene:AT5G44760	5	18060586	18062764	+	2179	0
gene:AT5G44770	5	18065012	18066696	+	1685	0
gene:AT5G44780	5	18067925	18070928	+	3004	143
gene:AT5G44785	5	18069449	18073129	-	3681	256
gene:AT5G44790	5	18075562	18080160	-	4599	2312
gene:AT5G44800	5	18083277	18093907	-	10631	818
gene:AT5G44820	5	18095614	18097611	-	1998	13
gene:AT5G44830	5	18100080	18101885	-	1806	0
gene:AT5G44840	5	18104769	18107140	-	2372	0
gene:AT5G44850	5	18108304	18109593	+	1290	0
gene:AT5G44860	5	18110018	18111813	-	1796	99
gene:AT5G44870	5	18114461	18119006	+	4546	101
gene:AT5G44900	5	18135215	18136548	+	1334	10
gene:AT5G44910	5	18137349	18138757	+	1409	53
gene:AT5G44920	5	18138775	18140190	+	1416	31
gene:AT5G44930	5	18138775	18142159	-	3385	68
gene:AT5G44940	5	18149369	18150892	+	1524	0
gene:AT5G44950	5	18151665	18153164	+	1500	0
gene:AT5G44960	5	18153852	18155391	+	1540	0
gene:AT5G44970	5	18155837	18157340	+	1504	0
gene:AT5G44973	5	18157610	18158264	-	655	1
gene:AT5G44980	5	18160204	18162264	+	2061	33
gene:AT5G44990	5	18163128	18164813	+	1686	5
gene:AT5G45000	5	18165336	18167533	+	2198	87
gene:AT5G45010	5	18166898	18168383	-	1486	101
gene:AT5G45020	5	18168147	18170775	+	2629	117
gene:AT5G45030	5	18172410	18176207	+	3798	232
gene:AT5G45040	5	18175371	18176888	-	1518	29
gene:AT5G45050	5	18176894	18181973	-	5080	243
gene:AT5G45060	5	18182038	18187081	+	5044	284
gene:AT5G45070	5	18187630	18189523	-	1894	2
gene:AT5G45080	5	18191355	18193328	-	1974	0
gene:AT5G45090	5	18202617	18205000	-	2384	0
gene:AT5G45095	5	18207363	18209052	+	1690	7
gene:AT5G45100	5	18218586	18220047	+	1462	81
gene:AT5G45110	5	18228768	18231588	+	2821	566
gene:AT5G45113	5	18231908	18233521	-	1614	0
gene:AT5G45115	5	18238011	18238906	-	896	10
gene:AT5G45120	5	18241003	18242478	+	1476	0
gene:AT5G45130	5	18244171	18246450	+	2280	365
gene:AT5G45140	5	18247149	18258197	-	11049	319
gene:AT5G45150	5	18260313	18264454	+	4142	16
gene:AT5G45160	5	18264616	18270296	+	5681	213
gene:AT5G45170	5	18270286	18273263	-	2978	118
gene:AT5G45180	5	18274179	18276586	-	2408	0
gene:AT5G45190	5	18277080	18281909	-	4830	271
gene:AT5G45200	5	18283663	18290478	-	6816	0
gene:AT5G45210	5	18295437	18298642	+	3206	1
gene:AT5G45220	5	18298774	18301166	-	2393	16
gene:AT5G45230	5	18302147	18308303	-	6157	0
gene:AT5G45240	5	18313706	18319432	+	5727	2
gene:AT5G45250	5	18321764	18326175	-	4412	114
gene:AT5G45260	5	18326203	18332920	+	6718	147
gene:AT5G45275	5	18334205	18337396	-	3192	60
gene:AT5G45277	5	18341634	18341840	-	207	0
gene:AT5G45280	5	18345534	18349695	+	4162	183
gene:AT5G45290	5	18349697	18352637	-	2941	189
gene:AT5G45300	5	18353525	18356888	+	3364	217
gene:AT5G45310	5	18359275	18361213	-	1939	0
gene:AT5G45320	5	18362111	18363181	-	1071	9
gene:AT5G45330	5	18363406	18366684	-	3279	112
gene:AT5G45340	5	18368532	18371021	-	2490	291
gene:AT5G45350	5	18381799	18384069	-	2271	471
gene:AT5G45360	5	18384489	18386871	-	2383	213
gene:AT5G45370	5	18387091	18390450	+	3360	32
gene:AT5G45380	5	18390942	18395928	+	4987	261
gene:AT5G45390	5	18396254	18398138	+	1885	533
gene:AT5G45400	5	18398832	18402284	+	3453	188
gene:AT5G45410	5	18401908	18403947	-	2040	419
gene:AT5G45420	5	18404015	18406693	-	2679	215
gene:AT5G45430	5	18407150	18411977	+	4828	882
gene:AT5G45440	5	18412059	18413617	-	1559	16
gene:AT5G45450	5	18414991	18415811	+	821	0
gene:AT5G45455	5	18416159	18416714	+	556	1
gene:AT5G45460	5	18416614	18419532	-	2919	27
gene:AT5G45469	5	18421704	18421962	+	259	6
gene:AT5G45470	5	18421985	18425042	-	3058	338
gene:AT5G45480	5	18426104	18429090	-	2987	219
gene:AT5G45490	5	18429047	18432430	+	3384	127
gene:AT5G45500	5	18432446	18435524	-	3079	418
gene:AT5G45510	5	18444607	18449446	+	4840	1744
gene:AT5G45520	5	18449476	18453683	-	4208	10
gene:AT5G45530	5	18454188	18457303	-	3116	16
gene:AT5G45540	5	18457870	18460914	-	3045	14
gene:AT5G45550	5	18462107	18465097	+	2991	233
gene:AT5G45560	5	18465283	18470944	+	5662	119
gene:AT5G45570	5	18471498	18475574	+	4077	0
gene:AT5G45573	5	18475758	18476576	-	819	0
gene:AT5G45580	5	18480809	18483044	-	2236	17
gene:AT5G45590	5	18484179	18486340	-	2162	70
gene:AT5G45600	5	18487798	18489869	+	2072	114
gene:AT5G45610	5	18496228	18499888	-	3661	55
gene:AT5G45620	5	18501486	18504144	+	2659	310
gene:AT5G45630	5	18505536	18506382	-	847	4
gene:AT5G45640	5	18507489	18511616	-	4128	0
gene:AT5G45650	5	18513127	18518972	-	5846	23
gene:AT5G45660	5	18524889	18527040	+	2152	15
gene:AT5G45670	5	18528267	18530501	+	2235	84
gene:AT5G45680	5	18530834	18532337	+	1504	27
gene:AT5G45690	5	18534999	18536316	-	1318	0
gene:AT5G45700	5	18537239	18538418	+	1180	47
gene:AT5G45710	5	18540665	18542864	+	2200	77
gene:AT5G45720	5	18542973	18547341	-	4369	1
gene:AT5G45730	5	18551809	18553907	+	2099	4
gene:AT5G45740	5	18556539	18558406	-	1868	4
gene:AT5G45750	5	18559060	18560945	+	1886	251
gene:AT5G45760	5	18561033	18563202	+	2170	36
gene:AT5G45770	5	18563333	18564921	+	1589	0
gene:AT5G45775	5	18564992	18566582	-	1591	704
gene:AT5G45780	5	18566798	18569906	-	3109	93
gene:AT5G45790	5	18572301	18574011	+	1711	9
gene:AT5G45800	5	18575520	18579241	-	3722	243
gene:AT5G45810	5	18584676	18586590	+	1915	7
gene:AT5G45820	5	18586870	18588792	-	1923	0
gene:AT5G45830	5	18589418	18591506	-	2089	0
gene:AT5G45840	5	18593917	18597907	-	3991	8
gene:AT5G45850	5	18599746	18601661	-	1916	2
gene:AT5G45860	5	18603990	18604677	-	688	0
gene:AT5G45870	5	18606398	18607111	-	714	0
gene:AT5G45875	5	18608391	18608933	-	543	0
gene:AT5G45880	5	18609628	18611166	-	1539	5
gene:AT5G45890	5	18613239	18614963	+	1725	0
gene:AT5G45900	5	18615175	18618597	+	3423	151
gene:AT5G45910	5	18620299	18622301	-	2003	0
gene:AT5G45920	5	18622647	18625697	+	3051	1
gene:AT5G45930	5	18627950	18629697	+	1748	51
gene:AT5G45940	5	18629562	18630706	-	1145	24
gene:AT5G45950	5	18634041	18636720	+	2680	26
gene:AT5G45960	5	18636928	18640401	-	3474	0
gene:AT5G45970	5	18643540	18645976	+	2437	6
gene:AT5G45980	5	18648886	18650836	+	1951	7
gene:AT5G45990	5	18651265	18654075	+	2811	79
gene:AT5G46000	5	18654196	18656376	-	2181	0
gene:AT5G46010	5	18660539	18661268	+	730	0
gene:AT5G46020	5	18662805	18664908	-	2104	533
gene:AT5G46025	5	18665255	18665596	-	342	0
gene:AT5G46030	5	18670051	18671461	+	1411	292
gene:AT5G46040	5	18671397	18673551	-	2155	2
gene:AT5G46050	5	18674968	18679191	-	4224	52
gene:AT5G46060	5	18681326	18682708	+	1383	31
gene:AT5G46070	5	18683319	18688822	+	5504	482
gene:AT5G46080	5	18689361	18690857	-	1497	37
gene:AT5G46085	5	18693316	18693567	-	252	0
gene:AT5G46090	5	18693485	18694129	+	645	20
gene:AT5G46100	5	18694316	18695856	-	1541	21
gene:AT5G46110	5	18697235	18700900	+	3666	1686
gene:AT5G46115	5	18701246	18701852	+	607	19
gene:AT5G46130	5	18702914	18704484	-	1571	0
gene:AT5G46140	5	18704997	18706708	-	1712	0
gene:AT5G46150	5	18707546	18710722	-	3177	133
gene:AT5G46160	5	18710851	18712559	-	1709	123
gene:AT5G46170	5	18714864	18717031	-	2168	97
gene:AT5G46180	5	18718417	18721744	-	3328	524
gene:AT5G46190	5	18721752	18726249	-	4498	296
gene:AT5G46200	5	18727802	18730331	-	2530	0
gene:AT5G46210	5	18731371	18736815	-	5445	635
gene:AT5G46220	5	18738697	18742126	+	3430	0
gene:AT5G46230	5	18742272	18743077	-	806	37
gene:AT5G46240	5	18743510	18747406	-	3897	2
gene:AT5G46250	5	18755280	18758333	+	3054	381
gene:AT5G46260	5	18758699	18763503	-	4805	24
gene:AT5G46270	5	18763972	18769090	-	5119	158
gene:AT5G46280	5	18769649	18773706	-	4058	232
gene:AT5G46290	5	18774056	18776839	-	2784	1103
gene:AT5G46295	5	18779790	18780205	-	416	1
gene:AT5G46297	5	18781172	18781838	+	667	0
gene:AT5G46300	5	18783585	18784786	+	1202	0
gene:AT5G46310	5	18785672	18786956	+	1285	0
gene:AT5G46320	5	18788086	18788910	-	825	0
gene:AT5G46330	5	18791575	18795908	+	4334	85
gene:AT5G46340	5	18795737	18800122	-	4386	202
gene:AT5G46350	5	18801164	18804056	-	2893	2
gene:AT5G46360	5	18806563	18808224	-	1662	0
gene:AT5G46370	5	18809496	18811870	-	2375	0
gene:AT5G46380	5	18813088	18816431	-	3344	0
gene:AT5G46390	5	18816585	18819462	+	2878	31
gene:AT5G46395	5	18819464	18819755	-	292	0
gene:AT5G46400	5	18819933	18824782	+	4850	158
gene:AT5G46410	5	18825100	18829624	+	4525	239
gene:AT5G46420	5	18829436	18833060	+	3625	156
gene:AT5G46430	5	18833240	18834632	+	1393	750
gene:AT5G46440	5	18834643	18835162	+	520	7
gene:AT5G46450	5	18835605	18840058	+	4454	119
gene:AT5G46460	5	18840196	18842479	+	2284	40
gene:AT5G46470	5	18842553	18849741	+	7189	406
gene:AT5G46490	5	18850645	18853896	+	3252	18
gene:AT5G46500	5	18855955	18858552	+	2598	0
gene:AT5G46510	5	18860234	18867015	+	6782	271
gene:AT5G46520	5	18867616	18872494	+	4879	102
gene:AT5G46530	5	18875382	18876928	+	1547	83
gene:AT5G46540	5	18877090	18882462	-	5373	2
gene:AT5G46550	5	18884218	18886960	-	2743	85
gene:AT5G46560	5	18887987	18890517	+	2531	52
gene:AT5G46570	5	18894378	18897406	+	3029	99
gene:AT5G46580	5	18897445	18899646	-	2202	149
gene:AT5G46590	5	18905258	18907052	+	1795	29
gene:AT5G46600	5	18907639	18910838	-	3200	107
gene:AT5G46610	5	18912667	18915779	-	3113	0
gene:AT5G46620	5	18917570	18919442	-	1873	91
gene:AT5G46630	5	18920334	18923551	+	3218	391
gene:AT5G46640	5	18924429	18926984	+	2556	99
gene:AT5G46650	5	18930246	18931312	+	1067	0
gene:AT5G46660	5	18932181	18933391	+	1211	0
gene:AT5G46670	5	18938847	18940166	+	1320	0
gene:AT5G46680	5	18940903	18942672	+	1770	14
gene:AT5G46690	5	18945543	18947637	+	2095	7
gene:AT5G46700	5	18950843	18953127	+	2285	288
gene:AT5G46710	5	18952603	18954692	-	2090	54
gene:AT5G46720	5	18959094	18959852	+	759	2
gene:AT5G46730	5	18963977	18965222	+	1246	232
gene:AT5G46740	5	18965271	18968798	-	3528	100
gene:AT5G46750	5	18969736	18971981	-	2246	248
gene:AT5G46760	5	18974022	18976590	+	2569	639
